4.8588736000000e-06 2.0200000000000e-05
1.7739201000000e-01 2.0200000000000e-05
2.0675345000000e-01 2.0200000000000e-05
3.2201128000000e-01 2.0200000000000e-05
3.5436466000000e-01 2.0200000000000e-05
4.1350690000000e-01 2.0200000000000e-05
2.067534500000 2.0200000000000e-05
2.379305600000 2.0200000000000e-05
2.477624000000 2.0200000000000e-05
3.100232700000 2.0200000000000e-05
6.531427000000 2.0200000000000e-05
9.224384600000 2.0200000000000e-05
9.926904000000 2.0200000000000e-05
12.38812000000 2.0200000000000e-05
61.94059900000 2.0200000000000e-05
999.3083300000 2.0200000000000e-05
1030.214800000 2.0200000000000e-05
1350.416700000 2.0200000000000e-05
1448.272900000 2.0200000000000e-05
1545.322200000 2.0200000000000e-05
2126.187900000 2.0200000000000e-05
2306.096200000 2.0200000000000e-05
2910.606800000 2.0200000000000e-05
3364.674500000 2.0200000000000e-05
3586.034700000 2.0200000000000e-05
3660.470100000 2.0200000000000e-05
3733.406000000 2.0200000000000e-05
3775.724200000 2.0200000000000e-05
4234.357300000 2.0200000000000e-05
4270.548400000 2.0200000000000e-05
4402.239400000 2.0200000000000e-05
4441.370400000 2.0200000000000e-05
4481.203300000 2.0200000000000e-05
4751.069700000 2.0200000000000e-05
4858.873600000 2.0200000000000e-05
5098.511900000 2.0200000000000e-05
5334.386100000 2.0200000000000e-05
5470.666100000 2.0200000000000e-05
5480.667300000 2.0200000000000e-05
5500.779800000 2.0200000000000e-05
5531.226900000 2.0200000000000e-05
5699.477200000 2.0200000000000e-05
5983.882200000 2.0200000000000e-05
6284.958100000 2.0200000000000e-05
6405.822600000 2.0200000000000e-05
6691.796900000 2.0200000000000e-05
6706.767300000 2.0200000000000e-05
6891.781600000 2.0200000000000e-05
6923.614300000 2.0200000000000e-05
7004.497700000 2.0200000000000e-05
7532.474900000 2.0200000000000e-05
7706.748100000 2.0200000000000e-05
7910.092300000 2.0200000000000e-05
7994.466700000 2.0200000000000e-05
8444.859200000 2.0200000000000e-05
8791.568900000 2.0200000000000e-05
9002.777800000 2.0200000000000e-05
9224.384600000 2.0200000000000e-05
9487.104400000 2.0200000000000e-05
10630.94000000 2.0200000000000e-05
11991.70000000 2.0200000000000e-05
12439.52300000 2.0200000000000e-05
